"","r","t","K100","K105","K110","K115","K120","K125","K126","K127","K128","K129","K130","K131","K132","K133","K134","K135","K136","K137","K138","K139","K140","K141","K142","K143","K144","K145","K146","K147","K148","K149","K150","K155","K160","K165","K170","K175","K180","K185","K190","K195","K200","S"
"5005",0.0425,30433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,3.1,1.39,NA,NA,NA,NA,NA,NA,NA,NA,151.74
"5006",0.0425,30434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,5.675,3.075,1.37,0.51,NA,NA,NA,NA,NA,NA,NA,151.74
"5007",0.0425,30435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,6.87,6.27,5.7,NA,1.39,NA,0.17,NA,NA,NA,NA,NA,NA,151.7
"5008",0.0425,30436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.445,NA,8.97,NA,7.54,NA,NA,5.6,3.08,1.3699,NA,NA,NA,NA,NA,NA,NA,NA,151.669
"5009",0.0425,30437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6367,3.1,1.3644,0.5,NA,NA,NA,NA,NA,NA,NA,151.625
"5010",0.0425,30438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,NA,NA,NA,5.56,3,1.345,NA,NA,NA,NA,NA,NA,NA,NA,151.5699
"5011",0.0425,30439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,NA,NA,NA,NA,5.5917,3.0179,1.3333,0.51,0.17,NA,NA,NA,NA,NA,NA,151.5751
"5012",0.0425,30440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,8.89,NA,NA,6.83,NA,NA,NA,1.3444,0.51,NA,NA,NA,NA,NA,NA,NA,151.62
"5013",0.0425,30441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5991,3,1.34,0.505,NA,NA,NA,NA,NA,NA,NA,151.59
"5014",0.0425,30442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81,NA,NA,3,NA,0.51,NA,NA,NA,NA,NA,NA,NA,151.64
"5015",0.0425,30443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,3.05,NA,0.505,NA,NA,NA,NA,NA,NA,NA,151.605
"5016",0.0425,30444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5375,3,1.35,NA,NA,NA,NA,NA,NA,NA,NA,151.5411
"5017",0.0425,30445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9983,1.34,0.51,NA,NA,NA,NA,NA,NA,NA,151.515
"5018",0.0425,30446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.35,NA,NA,NA,NA,NA,NA,NA,NA,151.56
"5019",0.0425,30447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.576,3.01,1.33,NA,NA,NA,NA,NA,NA,NA,NA,151.4866
"5020",0.0425,30448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,NA,NA,NA,NA,5.53,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,151.5007
"5021",0.0425,30449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5875,2.9925,1.33,0.49,NA,NA,NA,NA,NA,NA,NA,151.555
"5022",0.0425,30450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0497,1.355,0.5091,NA,NA,NA,NA,NA,NA,NA,151.67
"5023",0.0425,30451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,3.085,NA,0.52,0.17,0.07,NA,NA,NA,NA,NA,151.75
"5024",0.0425,30452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8.25,NA,NA,NA,5.6936,3.05,1.37,0.5,NA,NA,NA,NA,NA,NA,NA,151.6699
"5025",0.0425,30453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,15.3,NA,13.55,12.7,NA,NA,NA,9.5,NA,7.95,NA,6.64,6.01,5.48,2.9455,1.296,NA,NA,NA,NA,NA,NA,NA,NA,151.34
"5026",0.0425,30454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.93,NA,NA,6,NA,2.9033,NA,0.49,NA,NA,NA,NA,NA,NA,NA,151.355
"5027",0.0425,30455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,7.3,NA,6.02,NA,2.9058,1.28,NA,NA,0.07,NA,NA,NA,NA,NA,151.28
"5028",0.0425,30456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.47,NA,NA,NA,NA,NA,NA,NA,151.3157
"5029",0.0425,30457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,7.399,NA,NA,5.4533,2.97,1.2938,0.48,0.16,NA,NA,NA,NA,NA,NA,151.46
"5030",0.0425,30458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,NA,NA,NA,NA,5.5,2.95,1.31,0.4825,0.16,0.06,NA,NA,NA,NA,NA,151.51
"5031",0.0425,30459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42,6.79,NA,5.55,3.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.5299
"5032",0.0425,30460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,1.34,0.5,NA,NA,NA,NA,NA,NA,NA,151.52
"5033",0.0425,30461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9967,NA,NA,0.18,NA,NA,NA,NA,NA,NA,151.5099
"5034",0.0425,30462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,6.8,6.1,5.5,NA,1.33,NA,NA,0.06,NA,NA,NA,NA,NA,151.4107
"5035",0.0425,30463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78,NA,NA,NA,NA,5.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.425
"5036",0.0425,30464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,NA,NA,6.7,NA,NA,NA,NA,0.482,NA,NA,NA,NA,NA,NA,NA,151.35
"5037",0.0425,30465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,5.4729,NA,1.3082,0.48,NA,NA,NA,NA,NA,NA,NA,151.28
"5038",0.0425,30466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,8.6,7.9,NA,6.55,NA,5.33,2.87,1.2583,0.47,NA,NA,NA,NA,NA,NA,NA,151.21
"5039",0.0425,30467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.98,5.43,2.89,1.28,0.46,NA,NA,NA,NA,NA,NA,NA,151.38
"5040",0.0425,30468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45,NA,1.28,0.47,0.17,NA,NA,NA,NA,NA,NA,151.2738
"5041",0.0425,30469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,151.23
"5042",0.0425,30470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.95,NA,NA,NA,5.38,2.9,NA,NA,0.16,NA,NA,NA,NA,NA,NA,151.24
"5043",0.0425,30471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8673,1.26,NA,NA,NA,NA,NA,NA,NA,NA,151.2799
"5044",0.0425,30472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.875,NA,NA,NA,NA,0.03,NA,NA,NA,NA,151.195
"5045",0.0425,30473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,2.88,1.27,0.47,NA,NA,NA,NA,NA,NA,NA,151.295
"5046",0.0425,30474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.3218
"5047",0.0425,30475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45,2.93,1.3106,NA,NA,0.07,NA,NA,NA,NA,NA,151.48
"5048",0.0425,30476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,NA,NA,NA,5.55,2.9949,1.3409,0.5,0.18,NA,NA,NA,NA,NA,NA,151.5699
"5049",0.0425,30477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87,NA,NA,NA,6.16,NA,3.0133,NA,NA,NA,0.07,NA,NA,NA,NA,NA,151.5457
"5050",0.0425,30478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,NA,NA,NA,NA,5.6,3.05,NA,NA,0.18,NA,NA,NA,NA,NA,NA,151.5101
"5051",0.0425,30479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.495
"5052",0.0425,30480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61,3.05,NA,0.5008,NA,NA,NA,NA,NA,NA,NA,151.6201
"5053",0.0425,30481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.81,NA,NA,NA,10.5,NA,NA,8.2,NA,6.85,NA,5.616,3.07,1.38,0.51,NA,NA,NA,NA,NA,NA,NA,151.73
"5054",0.0425,30482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99,8.27,NA,NA,NA,5.64,NA,1.39,NA,NA,0.07,NA,NA,NA,NA,NA,151.6412
"5055",0.0425,30483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62,NA,1.37,NA,0.1733,NA,NA,NA,NA,NA,NA,151.625
"5056",0.0425,30484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.59
"5057",0.0425,30485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,6.1,5.5,2.9903,1.34,0.51,NA,NA,NA,NA,NA,NA,NA,151.475
"5058",0.0425,30486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,2.99,1.32,0.49,0.17,NA,NA,NA,NA,NA,NA,151.44
"5059",0.0425,30487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4767,2.94,1.32,0.48,NA,NA,NA,NA,NA,NA,NA,151.405
"5060",0.0425,30488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.335
"5061",0.0425,30489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,1.29,0.48,NA,NA,NA,NA,NA,NA,NA,151.3
"5062",0.0425,30490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA,NA,8.79,NA,NA,6.65,NA,NA,2.94,1.3,0.49,NA,NA,NA,NA,NA,NA,NA,151.39
"5063",0.0425,30491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,NA,7.2867,NA,NA,5.4467,2.9333,1.31,NA,NA,NA,NA,NA,NA,NA,NA,151.33
"5064",0.0425,30492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43,NA,NA,NA,NA,NA,5.45,2.93,1.3093,0.49,NA,NA,NA,NA,NA,NA,NA,151.295
"5065",0.0425,30493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1833,NA,NA,NA,7.2,6.6,NA,NA,2.8833,1.27,NA,NA,NA,NA,NA,NA,NA,NA,151.28
"5066",0.0425,30494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.55,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,151.26
"5067",0.0425,30495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.58,NA,10.96,NA,NA,NA,NA,NA,NA,NA,5.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.2595
"5068",0.0425,30496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,5.975,5.37,2.9,NA,0.47,NA,NA,NA,NA,NA,NA,NA,151.1999
"5069",0.0425,30497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89,10.12,NA,NA,NA,NA,NA,6,NA,2.85,1.2888,0.48,0.16,NA,NA,NA,NA,NA,NA,151.26
"5070",0.0425,30498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.65,NA,NA,NA,NA,NA,7.95,NA,NA,5.975,5.4,NA,1.2897,NA,NA,NA,NA,NA,NA,NA,NA,151.25
"5071",0.0425,30499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.4,2.92,1.2822,NA,NA,NA,NA,NA,NA,NA,NA,151.3
"5072",0.0425,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,1.285,NA,NA,NA,NA,NA,NA,NA,NA,151.34
"5073",0.0425,30501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,5.41,2.925,1.3004,NA,0.17,NA,NA,NA,NA,NA,NA,151.29
"5074",0.0425,30502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,NA,2.93,1.32,0.49,NA,NA,NA,NA,NA,NA,NA,151.35
"5075",0.0425,30503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,NA,NA,NA,NA,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.36
"5076",0.0425,30504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.36
"5077",0.0425,30505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,5.45,2.95,1.3018,NA,NA,NA,NA,NA,NA,NA,NA,151.3142
"5078",0.0425,30506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,0.49,NA,NA,NA,NA,NA,NA,NA,151.35
"5079",0.0425,30507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,NA,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.3088
"5080",0.0425,30508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,2.9525,1.32,NA,NA,NA,NA,NA,NA,NA,NA,151.42
"5081",0.0425,30509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,5.505,2.9875,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.44
"5082",0.0425,30510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,151.545
"5083",0.0425,30511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,NA,NA,0.5183,NA,NA,NA,NA,NA,NA,NA,151.505
"5084",0.0425,30512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.587,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.577
"5085",0.0425,30513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,10.45,9.65,NA,NA,7.55,NA,6.2,NA,3.05,1.3686,0.52,0.18,NA,NA,NA,NA,NA,NA,151.665
"5086",0.0425,30514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,NA,1.39,NA,0.18,NA,NA,NA,NA,NA,NA,151.68
"5087",0.0425,30515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,3.06,1.39,NA,0.18,NA,NA,NA,NA,NA,NA,151.665
"5088",0.0425,30516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,NA,NA,NA,5.65,3.09,1.398,NA,0.18,NA,NA,NA,NA,NA,NA,151.695
"5089",0.0425,30517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,9,NA,NA,NA,NA,5.663,3.1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,151.72
"5090",0.0425,30518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,3.096,NA,0.53,NA,NA,NA,NA,NA,NA,NA,151.705
"5091",0.0425,30519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,3.05,1.39,NA,NA,NA,NA,NA,NA,NA,NA,151.675
"5092",0.0425,30520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.94,NA,NA,NA,NA,8.95,NA,NA,NA,NA,NA,NA,1.39,NA,0.18,NA,NA,NA,NA,NA,NA,151.625
"5093",0.0425,30521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,NA,NA,6.85,NA,NA,NA,1.38,0.53,0.18,NA,NA,NA,NA,NA,NA,151.7145
"5094",0.0425,30522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,5.65,3.0614,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.715
"5095",0.0425,30523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,151.693
"5096",0.0425,30524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,NA,NA,NA,5.62,3.09,1.37,0.52,NA,0.07,NA,NA,NA,NA,NA,151.66
"5097",0.0425,30525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,3.1,NA,0.5267,NA,NA,NA,NA,NA,NA,NA,151.78
"5098",0.0425,30526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.64,NA,NA,5.7,3.118,1.41,0.53,0.1833,NA,NA,NA,NA,NA,NA,151.81
"5099",0.0425,30527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5.75,3.15,1.4286,0.54,0.19,NA,NA,NA,NA,NA,NA,151.877
"5100",0.0425,30528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.708,NA,1.4283,NA,NA,NA,NA,NA,NA,NA,NA,151.885
