"","r","t","K100","K105","K110","K115","K120","K125","K126","K127","K128","K129","K130","K131","K132","K133","K134","K135","K136","K137","K138","K139","K140","K141","K142","K143","K144","K145","K146","K147","K148","K149","K150","K155","K160","K165","K170","K175","K180","K185","K190","K195","K200","S"
"7287",0.0425,41895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,2.79,2.258,1.7907,0.3972,NA,0.0225,NA,NA,NA,NA,NA,NA,NA,148.9601
"7288",0.0425,41896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05,3.3989,2.7936,2.2514,1.8062,0.41,0.0775,0.02,NA,NA,NA,NA,NA,NA,NA,149.0294
"7289",0.0425,41897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,2.2553,1.7884,0.4033,0.08,NA,NA,NA,NA,NA,NA,NA,NA,149.0367
"7290",0.0425,41898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,4.81,NA,NA,2.8253,2.2996,1.8166,0.4101,0.0791,NA,NA,NA,NA,NA,NA,NA,NA,148.99
"7291",0.0425,41899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.05,NA,NA,16.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,4.0291,NA,2.79,2.3,1.8431,0.4297,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.0142
"7292",0.0425,41900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,4.05,NA,2.81,2.2729,1.806,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.89
"7293",0.0425,41901,NA,NA,NA,NA,NA,24.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.96,NA,NA,NA,NA,4.7,NA,NA,2.73,2.1708,1.7556,0.3886,0.0798,NA,NA,NA,NA,NA,NA,NA,NA,148.84
"7294",0.0425,41902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,NA,NA,NA,2.23,1.7533,0.39,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.915
"7295",0.0425,41903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,NA,1.76,0.3979,0.07,0.02,0.01,NA,NA,NA,NA,NA,NA,148.88
"7296",0.0425,41904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,4.7,3.97,NA,2.74,2.199,1.745,0.3859,0.08,0.0283,0.01,NA,NA,NA,NA,NA,NA,148.9
"7297",0.0425,41905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,2.76,2.25,1.7667,0.3933,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.905
"7298",0.0425,41906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7342,2.21,1.7467,0.3963,0.075,0.02,NA,NA,NA,NA,NA,NA,NA,148.825
"7299",0.0425,41907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.05,NA,NA,NA,NA,NA,3.95,3.35,2.7589,2.21,1.7331,0.3867,NA,0.02,NA,NA,NA,NA,NA,NA,NA,148.89
"7300",0.0425,41908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,1.76,0.3965,0.0738,0.026,NA,NA,NA,NA,NA,NA,NA,148.92
"7301",0.0425,41909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2002,1.76,0.3857,0.0716,NA,0.01,NA,NA,NA,NA,NA,NA,148.9146
"7302",0.0425,41910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2498,1.765,0.395,0.0798,NA,NA,NA,NA,NA,NA,NA,NA,148.94
"7303",0.0425,41911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,2.77,2.215,1.7506,NA,0.0794,NA,NA,NA,NA,NA,NA,NA,NA,148.88
"7304",0.0425,41912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7882,2.25,1.7981,0.4,0.0725,NA,NA,NA,NA,NA,NA,NA,NA,149.01
"7305",0.0425,41913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8185,2.27,1.78,0.4,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.9497
"7306",0.0425,41914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7882,0.39,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.985
"7307",0.0425,41915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,3.45,2.8056,2.28,1.8098,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,149.0779
"7308",0.0425,41916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.15,NA,NA,NA,NA,NA,NA,NA,NA,2.2785,1.8253,0.4125,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.945
"7309",0.0425,41917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7.98,NA,NA,NA,NA,4,3.2534,2.6612,2.17,1.6811,0.38,0.08,NA,NA,0.01,NA,NA,NA,NA,NA,148.7
"7310",0.0425,41918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,NA,2.065,1.644,0.3539,0.08,0.03,0.01,NA,0.01,NA,NA,NA,NA,148.6818
"7311",0.0425,41919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5991,2.0717,1.6587,0.3678,0.07,NA,NA,NA,NA,NA,NA,NA,NA,148.5751
"7312",0.0425,41920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76,NA,NA,NA,NA,4.5243,3.79,3.1547,2.56,2.0604,1.5968,0.3512,0.07,0.0201,NA,NA,NA,NA,NA,NA,NA,148.52
"7313",0.0425,41921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3.1,2.47,1.9985,1.5522,0.3402,0.0629,0.02,NA,NA,NA,NA,NA,NA,NA,148.38
"7314",0.0425,41922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,3.749,3.1033,2.513,2.0114,1.5643,0.3409,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.43
"7315",0.0425,41923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,3.1,2.5297,2.028,1.5915,0.3624,0.07,0.03,NA,NA,NA,NA,NA,NA,NA,148.495
"7316",0.0425,41924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,2.54,2.0339,1.618,0.3667,0.07,NA,NA,NA,NA,NA,NA,NA,NA,148.4699
"7317",0.0425,41925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1167,NA,2.0315,1.6042,0.3687,NA,0.03,0.01,NA,NA,NA,NA,NA,NA,148.5
"7318",0.0425,41926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,2.0886,1.6677,0.3896,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.64
"7319",0.0425,41927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.152,2.605,2.0881,1.6494,0.396,NA,0.02,NA,NA,NA,NA,NA,NA,NA,148.565
"7320",0.0425,41928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1055,1.6561,0.3889,NA,0.02,NA,NA,NA,NA,NA,NA,NA,148.61
"7321",0.0425,41929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1385,1.6736,0.394,0.07,NA,NA,NA,NA,NA,NA,NA,NA,148.64
"7322",0.0425,41930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,NA,NA,NA,NA,NA,NA,3.25,2.6539,2.1579,1.7098,0.407,0.075,0.02,NA,NA,NA,NA,NA,NA,NA,148.72
"7323",0.0425,41931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,2.1209,1.68,0.4091,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.685
"7324",0.0425,41932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,2.13,1.68,0.4015,0.0797,NA,0.01,NA,NA,NA,NA,NA,NA,148.595
"7325",0.0425,41933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.575,2.09,1.6649,0.3864,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.545
"7326",0.0425,41934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.565,NA,1.65,0.3823,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.56
"7327",0.0425,41935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.0844,1.659,0.3871,0.0717,0.02,NA,NA,NA,NA,NA,NA,NA,148.62
"7328",0.0425,41936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6582,0.3898,0.0733,NA,NA,NA,NA,NA,NA,NA,NA,148.605
"7329",0.0425,41937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,2.0609,1.65,0.3789,0.0792,NA,NA,NA,NA,NA,NA,NA,NA,148.49
"7330",0.0425,41938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,NA,NA,NA,2.06,NA,0.3875,NA,0.02,NA,NA,NA,NA,NA,NA,NA,148.5286
"7331",0.0425,41939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,2.56,NA,1.6414,0.3857,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,148.53
"7332",0.0425,41940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,2.6,2.1,1.6588,0.3983,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.58
"7333",0.0425,41941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,2.6,2.1,1.665,0.395,0.0789,NA,NA,NA,NA,NA,NA,NA,NA,148.535
"7334",0.0425,41942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,1.6407,0.3738,0.0791,NA,NA,NA,NA,NA,NA,NA,NA,148.4601
"7335",0.0425,41943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,NA,NA,3.1,2.53,2.0457,1.61,0.3717,0.0785,NA,0.01,NA,NA,NA,NA,NA,NA,148.499
"7336",0.0425,41944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,4.45,NA,NA,2.5767,2.06,1.6143,0.3767,0.07,0.02,NA,NA,NA,NA,NA,NA,NA,148.43
"7337",0.0425,41945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.11,4.37,NA,3.05,2.5225,2.021,1.6078,0.3701,0.07,NA,NA,NA,NA,NA,NA,NA,NA,148.345
"7338",0.0425,41946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,2.4714,1.9662,1.5696,0.3504,0.078,NA,NA,NA,NA,NA,NA,NA,NA,148.34
"7339",0.0425,41947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,4.2683,3.6,2.9705,2.4538,1.9681,1.5063,0.3504,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,148.32
"7340",0.0425,41948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,2.4543,1.9148,1.5139,0.3516,0.07,0.02,NA,NA,NA,NA,NA,NA,NA,148.225
"7341",0.0425,41949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43,1.94,1.5267,0.3481,0.0726,NA,NA,NA,NA,NA,NA,NA,NA,148.25
"7342",0.0425,41950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2.4267,1.9594,1.54,0.3417,0.0762,NA,NA,NA,NA,NA,NA,NA,NA,148.31
"7343",0.0425,41951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,3.6,NA,2.4667,2,1.5557,0.3585,0.0762,NA,NA,NA,NA,NA,NA,NA,NA,148.375
"7344",0.0425,41952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.0086,1.58,0.3514,0.0741,0.0299,0.01,NA,NA,NA,NA,NA,NA,148.3799
"7345",0.0425,41953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,3.65,3.1,NA,2.0251,1.56,0.3578,0.0709,0.03,NA,NA,NA,NA,NA,NA,NA,148.485
"7346",0.0425,41954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,NA,3.145,2.5758,2.05,1.61,0.3711,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.605
"7347",0.0425,41955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,3.85,3.2,2.6491,2.1555,1.6995,0.3977,0.0763,NA,NA,NA,NA,NA,NA,NA,NA,148.77
"7348",0.0425,41956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,NA,NA,NA,2.1893,1.7329,0.4045,0.0714,0.02,NA,NA,NA,NA,NA,NA,NA,148.86
"7349",0.0425,41957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74,2.2001,1.7575,0.4061,0.07,0.03,NA,NA,NA,NA,NA,NA,NA,148.87
"7350",0.0425,41958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9987,NA,2.74,2.22,1.758,0.4163,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.905
"7351",0.0425,41959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,2.75,2.2488,1.7619,0.4107,0.075,0.02,NA,NA,NA,NA,NA,NA,NA,148.91
"7352",0.0425,41960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.4,2.745,2.2121,1.764,0.4175,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,148.895
"7353",0.0425,41961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,4,NA,NA,2.2371,1.7613,0.4136,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.8601
"7354",0.0425,41962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2443,1.7729,0.4188,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,148.905
"7355",0.0425,41963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03,3.36,2.768,2.246,1.78,0.412,0.0775,NA,NA,NA,NA,NA,NA,NA,NA,148.925
"7356",0.0425,41964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,NA,3.3997,NA,2.2559,1.7935,0.4264,0.08,NA,NA,NA,NA,NA,NA,NA,NA,148.97
"7357",0.0425,41965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,4.05,NA,2.8,2.2667,1.8,0.4252,NA,NA,0.01,NA,NA,NA,NA,NA,NA,148.96
"7358",0.0425,41966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83,4.1462,3.4306,2.86,2.3113,1.8328,0.4327,0.08,NA,NA,NA,NA,NA,NA,NA,NA,149.03
"7359",0.0425,41967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47,NA,NA,NA,3.5389,NA,2.2911,1.8384,0.449,0.0803,0.02,NA,NA,NA,NA,NA,NA,NA,149.1473
"7360",0.0425,41968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52,2.9,2.3729,1.883,0.45,0.0887,NA,0.01,NA,NA,NA,NA,NA,NA,149.1787
"7361",0.0425,41969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,2.3623,1.8895,0.4448,0.09,0.02,NA,NA,NA,NA,NA,NA,NA,149.21
"7362",0.0425,41970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,4.16,3.52,NA,2.3633,1.8656,0.4471,0.09,NA,NA,NA,NA,NA,NA,NA,NA,149.1313
"7363",0.0425,41971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,4.15,NA,2.87,2.3285,1.8478,0.4303,0.082,NA,NA,NA,NA,NA,NA,NA,NA,149.15
"7364",0.0425,41972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14,NA,2.88,2.32,1.8395,0.43,0.09,NA,NA,NA,NA,NA,NA,NA,NA,149.0792
"7365",0.0425,41973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47,NA,NA,NA,NA,NA,2.3115,1.8093,0.428,0.0889,0.03,NA,NA,NA,NA,NA,NA,NA,149
"7366",0.0425,41974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,1.8488,0.4317,0.08,0.0275,NA,NA,NA,NA,NA,NA,NA,149.0689
"7367",0.0425,41975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,4.85,NA,NA,NA,2.3283,1.8416,0.4235,0.0855,NA,NA,NA,NA,NA,NA,NA,NA,149.0512
"7368",0.0425,41976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,2.3091,1.8109,0.4285,0.0898,NA,NA,NA,NA,NA,NA,NA,NA,149.01
"7369",0.0425,41977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,NA,3.45,NA,2.3063,1.8358,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.0401
"7370",0.0425,41978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66,NA,NA,NA,2.86,2.3075,1.8421,0.4279,0.09,NA,NA,NA,NA,NA,NA,NA,NA,149.045
"7371",0.0425,41979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,1.832,0.424,0.09,NA,NA,NA,NA,NA,NA,NA,NA,149.0699
"7372",0.0425,41980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,NA,NA,2.3375,1.86,0.4313,0.09,NA,NA,NA,NA,NA,NA,NA,NA,149.085
"7373",0.0425,41981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,2.33,1.8417,0.42,0.09,NA,NA,NA,NA,NA,NA,NA,NA,149.04
"7374",0.0425,41982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,NA,1.8212,0.42,NA,0.02,NA,NA,NA,NA,NA,NA,NA,148.97
"7375",0.0425,41983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.15,9.15,NA,NA,NA,5.5,NA,NA,3.35,NA,2.254,1.7677,0.41,0.08,0.02,NA,NA,NA,NA,NA,NA,NA,148.87
"7376",0.0425,41984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,NA,2.7767,2.2433,1.7777,0.4004,0.0867,NA,NA,NA,NA,NA,NA,NA,NA,148.91
"7377",0.0425,41985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,1.7708,0.4058,0.087,NA,NA,NA,NA,NA,NA,NA,NA,148.91
"7378",0.0425,41986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,NA,0.4035,0.085,0.03,NA,0.01,NA,NA,NA,NA,NA,148.88
"7379",0.0425,41987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7775,0.4043,0.09,NA,NA,NA,NA,NA,NA,NA,NA,148.895
