"","c","t"
"1061",144.0198,1664976180000
"1062",144.05,1664976240000
"1063",143.93,1664976300000
"1064",143.99,1664976360000
"1065",143.95,1664976420000
"1066",144.01,1664976480000
"1067",144.02,1664976540000
"1068",144.3566,1664976600000
"1069",144.3,1664976660000
"1070",144.42,1664976720000
"1071",144.68,1664976780000
"1072",144.66,1664976840000
"1073",144.44,1664976900000
"1074",144.49,1664976960000
"1075",144.12,1664977020000
"1076",144.0393,1664977080000
"1077",144.0682,1664977140000
"1078",144.0301,1664977200000
"1079",144.155,1664977260000
"1080",144.25,1664977320000
"1081",144.341,1664977380000
"1082",144.1807,1664977440000
"1083",144.235,1664977500000
"1084",144.515,1664977560000
"1085",144.7611,1664977620000
"1086",145.06,1664977680000
"1087",145.05,1664977740000
"1088",145.15,1664977800000
"1089",145.07,1664977860000
"1090",145.0787,1664977920000
"1091",145.08,1664977980000
"1092",145.04,1664978040000
"1093",145.1192,1664978100000
"1094",145.24,1664978160000
"1095",145.12,1664978220000
"1096",145.24,1664978280000
"1097",145.195,1664978340000
"1098",144.79,1664978400000
"1099",144.76,1664978460000
"1100",144.6,1664978520000
"1101",144.51,1664978580000
"1102",144.3299,1664978640000
"1103",144.44,1664978700000
"1104",144.4501,1664978760000
"1105",144.34,1664978820000
"1106",144.14,1664978880000
"1107",144.1401,1664978940000
"1108",144.279,1.664979e+12
"1109",144.2701,1664979060000
"1110",144.3788,1664979120000
"1111",144.23,1664979180000
"1112",144.0301,1664979240000
"1113",143.8507,1664979300000
"1114",143.725,1664979360000
"1115",143.792,1664979420000
"1116",143.6312,1664979480000
"1117",143.715,1664979540000
"1118",143.78,1664979600000
"1119",143.7,1664979660000
"1120",143.6617,1664979720000
"1121",143.44,1664979780000
"1122",143.42,1664979840000
"1123",143.55,1664979900000
"1124",143.5484,1664979960000
"1125",143.605,1664980020000
"1126",143.49,1664980080000
"1127",143.415,1664980140000
"1128",143.4331,1664980200000
"1129",143.4486,1664980260000
"1130",143.12,1664980320000
"1131",143.12,1664980380000
"1132",143.1291,1664980440000
"1133",143.24,1664980500000
"1134",143.2594,1664980560000
"1135",143.3476,1664980620000
"1136",143.41,1664980680000
"1137",143.4255,1664980740000
"1138",143.3791,1664980800000
"1139",143.43,1664980860000
"1140",143.575,1664980920000
"1141",143.49,1664980980000
"1142",143.6821,1664981040000
"1143",143.655,1664981100000
"1144",143.78,1664981160000
"1145",143.72,1664981220000
"1146",143.716,1664981280000
"1147",143.65,1664981340000
"1148",143.63,1664981400000
"1149",143.56,1664981460000
"1150",143.54,1664981520000
"1151",143.7,1664981580000
"1152",143.815,1664981640000
"1153",143.695,1664981700000
"1154",143.6897,1664981760000
"1155",143.58,1664981820000
"1156",143.56,1664981880000
"1157",143.61,1664981940000
"1158",143.7184,1.664982e+12
"1159",143.895,1664982060000
"1160",143.93,1664982120000
"1161",143.87,1664982180000
"1162",143.932,1664982240000
"1163",143.845,1664982300000
"1164",143.7899,1664982360000
"1165",143.705,1664982420000
"1166",143.7399,1664982480000
"1167",143.8567,1664982540000
"1168",143.81,1664982600000
"1169",143.9793,1664982660000
"1170",143.9868,1664982720000
"1171",144,1664982780000
"1172",144.025,1664982840000
"1173",144.052,1664982900000
"1174",143.95,1664982960000
"1175",143.99,1664983020000
"1176",144.059,1664983080000
"1177",144.19,1664983140000
"1178",144.0677,1664983200000
"1179",144.1,1664983260000
"1180",144.16,1664983320000
"1181",144.275,1664983380000
"1182",144.39,1664983440000
"1183",144.335,1664983500000
"1184",144.4096,1664983560000
"1185",144.25,1664983620000
"1186",144.135,1664983680000
"1187",144.14,1664983740000
"1188",143.975,1664983800000
"1189",144.025,1664983860000
"1190",144.1018,1664983920000
"1191",144.165,1664983980000
"1192",144.16,1664984040000
"1193",144.2402,1664984100000
"1194",144.245,1664984160000
"1195",144.405,1664984220000
"1196",144.3701,1664984280000
"1197",144.45,1664984340000
"1198",144.418,1664984400000
"1199",144.3293,1664984460000
"1200",144.265,1664984520000
"1201",144.2699,1664984580000
"1202",144.23,1664984640000
"1203",144.31,1664984700000
"1204",144.195,1664984760000
"1205",144.145,1664984820000
"1206",143.985,1664984880000
"1207",143.9102,1664984940000
"1208",143.8928,1.664985e+12
"1209",143.975,1664985060000
"1210",144.13,1664985120000
"1211",144.2055,1664985180000
"1212",144.25,1664985240000
"1213",144.28,1664985300000
"1214",144.27,1664985360000
"1215",144.2484,1664985420000
"1216",144.32,1664985480000
"1217",144.38,1664985540000
"1218",144.33,1664985600000
"1219",144.29,1664985660000
"1220",144.0638,1664985720000
"1221",144.25,1664985780000
"1222",144.23,1664985840000
"1223",144.3,1664985900000
"1224",144.5211,1664985960000
"1225",144.705,1664986020000
"1226",144.92,1664986080000
"1227",144.8801,1664986140000
"1228",145.06,1664986200000
"1229",145.16,1664986260000
"1230",145.1256,1664986320000
"1231",145.1195,1664986380000
"1232",145.07,1664986440000
"1233",145.09,1664986500000
"1234",145.2472,1664986560000
"1235",145.435,1664986620000
"1236",145.45,1664986680000
"1237",145.42,1664986740000
"1238",145.29,1664986800000
"1239",145.26,1664986860000
"1240",145.22,1664986920000
"1241",145.1107,1664986980000
"1242",145.29,1664987040000
"1243",145.13,1664987100000
"1244",145.0348,1664987160000
"1245",145.08,1664987220000
"1246",145.06,1664987280000
"1247",145.09,1664987340000
"1248",145.0948,1664987400000
"1249",145.195,1664987460000
"1250",145.15,1664987520000
"1251",145.0543,1664987580000
"1252",145.0399,1664987640000
"1253",145.15,1664987700000
"1254",145.04,1664987760000
"1255",144.9899,1664987820000
"1256",145.06,1664987880000
"1257",145.1801,1664987940000
"1258",145.105,1.664988e+12
"1259",145.1614,1664988060000
"1260",145.29,1664988120000
"1261",145.31,1664988180000
"1262",145.3686,1664988240000
"1263",145.265,1664988300000
"1264",145.33,1664988360000
"1265",145.59,1664988420000
"1266",145.57,1664988480000
"1267",145.82,1664988540000
"1268",145.8,1664988600000
"1269",145.69,1664988660000
"1270",145.76,1664988720000
"1271",145.6764,1664988780000
"1272",145.6987,1664988840000
"1273",145.615,1664988900000
"1274",145.5999,1664988960000
"1275",145.56,1664989020000
"1276",145.4899,1664989080000
"1277",145.445,1664989140000
"1278",145.395,1664989200000
"1279",145.43,1664989260000
"1280",145.435,1664989320000
"1281",145.52,1664989380000
"1282",145.4926,1664989440000
"1283",145.6171,1664989500000
"1284",145.78,1664989560000
"1285",145.725,1664989620000
"1286",145.7285,1664989680000
"1287",145.58,1664989740000
"1288",145.6786,1664989800000
"1289",145.7,1664989860000
"1290",145.6411,1664989920000
"1291",145.6589,1664989980000
"1292",145.72,1664990040000
"1293",145.71,1664990100000
"1294",145.86,1664990160000
"1295",145.8175,1664990220000
"1296",145.84,1664990280000
"1297",145.9481,1664990340000
"1298",146.0555,1664990400000
"1299",146.15,1664990460000
"1300",146.18,1664990520000
"1301",146.05,1664990580000
"1302",145.915,1664990640000
"1303",145.85,1664990700000
"1304",145.855,1664990760000
"1305",145.8192,1664990820000
"1306",145.865,1664990880000
"1307",145.8655,1664990940000
"1308",145.88,1.664991e+12
"1309",145.7108,1664991060000
"1310",145.7,1664991120000
"1311",145.76,1664991180000
"1312",145.675,1664991240000
"1313",145.67,1664991300000
"1314",145.605,1664991360000
"1315",145.612,1664991420000
"1316",145.75,1664991480000
"1317",145.88,1664991540000
"1318",145.795,1664991600000
"1319",145.69,1664991660000
"1320",145.78,1664991720000
"1321",145.75,1664991780000
"1322",145.79,1664991840000
"1323",145.72,1664991900000
"1324",145.759,1664991960000
"1325",145.89,1664992020000
"1326",145.9218,1664992080000
"1327",145.91,1664992140000
"1328",145.955,1664992200000
"1329",145.84,1664992260000
"1330",145.7001,1664992320000
"1331",145.71,1664992380000
"1332",145.6789,1664992440000
"1333",145.665,1664992500000
"1334",145.525,1664992560000
"1335",145.5384,1664992620000
"1336",145.43,1664992680000
"1337",145.3471,1664992740000
"1338",145.3225,1664992800000
"1339",145.45,1664992860000
"1340",145.58,1664992920000
"1341",145.5709,1664992980000
"1342",145.57,1664993040000
"1343",145.709,1664993100000
"1344",145.5201,1664993160000
"1345",145.6,1664993220000
"1346",145.68,1664993280000
"1347",145.62,1664993340000
"1348",145.635,1664993400000
"1349",145.81,1664993460000
"1350",145.7,1664993520000
"1351",145.79,1664993580000
"1352",145.76,1664993640000
"1353",145.81,1664993700000
"1354",145.78,1664993760000
"1355",145.85,1664993820000
"1356",145.88,1664993880000
"1357",146.065,1664993940000
"1358",146.02,1.664994e+12
"1359",145.9924,1664994060000
"1360",145.97,1664994120000
"1361",145.9818,1664994180000
"1362",146.04,1664994240000
"1363",145.975,1664994300000
"1364",145.8509,1664994360000
"1365",145.7,1664994420000
"1366",145.85,1664994480000
"1367",145.9599,1664994540000
"1368",146.01,1664994600000
"1369",145.935,1664994660000
"1370",145.8775,1664994720000
"1371",145.74,1664994780000
"1372",145.78,1664994840000
"1373",146.05,1664994900000
"1374",145.945,1664994960000
"1375",145.95,1664995020000
"1376",146.03,1664995080000
"1377",145.965,1664995140000
"1378",145.869,1664995200000
"1379",145.945,1664995260000
"1380",145.905,1664995320000
"1381",145.955,1664995380000
"1382",145.95,1664995440000
"1383",145.965,1664995500000
"1384",146.03,1664995560000
"1385",145.98,1664995620000
"1386",145.935,1664995680000
"1387",145.965,1664995740000
"1388",145.9319,1664995800000
"1389",146.07,1664995860000
"1390",146.17,1664995920000
"1391",146.02,1664995980000
"1392",146.07,1664996040000
"1393",146.16,1664996100000
"1394",146.195,1664996160000
"1395",146.2193,1664996220000
"1396",146.34,1664996280000
"1397",146.4155,1664996340000
"1398",146.56,1664996400000
"1399",146.65,1664996460000
"1400",146.81,1664996520000
"1401",146.86,1664996580000
"1402",146.9,1664996640000
"1403",146.79,1664996700000
"1404",146.775,1664996760000
"1405",146.67,1664996820000
"1406",146.8031,1664996880000
"1407",146.765,1664996940000
"1408",146.74,1.664997e+12
"1409",146.7,1664997060000
"1410",146.77,1664997120000
"1411",146.8901,1664997180000
"1412",146.98,1664997240000
"1413",147.0399,1664997300000
"1414",147.11,1664997360000
"1415",147.2,1664997420000
"1416",147.2584,1664997480000
"1417",147.255,1664997540000
"1418",147.24,1664997600000
"1419",147.1301,1664997660000
"1420",147.1,1664997720000
"1421",147.0573,1664997780000
"1422",147.1,1664997840000
"1423",146.965,1664997900000
"1424",146.9409,1664997960000
"1425",146.815,1664998020000
"1426",146.865,1664998080000
"1427",146.765,1664998140000
"1428",146.885,1664998200000
"1429",146.94,1664998260000
"1430",146.875,1664998320000
"1431",146.92,1664998380000
"1432",146.82,1664998440000
"1433",146.925,1664998500000
"1434",147.01,1664998560000
"1435",146.852,1664998620000
"1436",146.9,1664998680000
"1437",146.9,1664998740000
"1438",146.86,1664998800000
"1439",146.865,1664998860000
"1440",146.84,1664998920000
"1441",146.84,1664998980000
"1442",146.975,1664999040000
"1443",146.94,1664999100000
"1444",147.01,1664999160000
"1445",146.92,1664999220000
"1446",146.815,1664999280000
"1447",146.78,1664999340000
"1448",146.28,1664999400000
"1449",146.22,1664999460000
"1450",146.18,1664999520000
"1451",145.998,1664999580000
"1452",146.05,1664999640000
"1453",146.17,1664999700000
"1454",146.39,1664999760000
"1455",146.22,1664999820000
"1456",146.13,1664999880000
"1457",146.42,1664999940000
"1458",146.4,1.665e+12
"1459",146.4,1665000060000
"1460",146.52,1665000120000
"1461",146.66,1665000180000
"1462",146.61,1665000240000
"1463",146.56,1665000300000
"1464",146.54,1665000360000
"1465",146.46,1665000420000
"1466",146.38,1665000480000
"1467",146.4,1665000540000
"1468",146.39,1665000600000
"1469",146.38,1665000660000
"1470",146.45,1665000720000
"1471",146.45,1665000780000
"1472",146.45,1665000840000
"1473",146.5,1665000900000
"1474",146.45,1665000960000
"1475",146.43,1665001020000
"1476",146.44,1665001080000
"1477",146.46,1665001140000
"1478",146.46,1665001200000
"1479",146.42,1665001260000
"1480",146.37,1665001380000
"1481",146.37,1665001440000
"1482",146.36,1665001500000
"1483",146.33,1665001560000
"1484",146.32,1665001620000
"1485",146.38,1665001680000
"1486",146.37,1665001740000
"1487",146.44,1665001800000
"1488",146.44,1665001860000
"1489",146.44,1665001920000
"1490",146.44,1665001980000
"1491",146.31,1665002100000
"1492",146.3301,1665002160000
"1493",146.35,1665002220000
"1494",146.32,1665002280000
"1495",146.33,1665002340000
"1496",146.31,1665002400000
"1497",146.32,1665002460000
"1498",146.31,1665002520000
"1499",146.33,1665002580000
"1500",146.31,1665002640000
"1501",146.33,1665002700000
"1502",146.3,1665002760000
"1503",146.3,1665002820000
"1504",146.25,1665002880000
"1505",146.28,1665002940000
"1506",146.25,1.665003e+12
"1507",146.3,1665003060000
"1508",146.3,1665003120000
"1509",146.26,1665003180000
"1510",146.23,1665003240000
"1511",146.23,1665003300000
"1512",146.29,1665003360000
"1513",146.31,1665003420000
"1514",146.32,1665003480000
"1515",146.28,1665003540000
"1516",146.23,1665003600000
"1517",146.23,1665003660000
"1518",146.2476,1665003720000
"1519",146.3,1665003780000
"1520",146.27,1665003840000
"1521",146.23,1665003900000
"1522",146.21,1665003960000
"1523",146.18,1665004020000
"1524",146.13,1665004200000
"1525",146.17,1665004260000
"1526",146.14,1665004320000
"1527",146.17,1665004440000
"1528",146.11,1665004560000
"1529",146.11,1665004620000
"1530",146.12,1665004680000
"1531",146.19,1665004740000
"1532",146.18,1665004860000
"1533",146.18,1665004980000
"1534",146.18,1665005100000
"1535",146.15,1665005160000
"1536",146.12,1665005220000
"1537",146.2,1665005280000
"1538",146.25,1665005340000
"1539",146.15,1665005400000
"1540",146.131,1665005460000
"1541",146.13,1665005520000
"1542",146.2,1665005580000
"1543",146.13,1665005640000
"1544",146.12,1665005700000
"1545",146.12,1665005820000
"1546",146.11,1665005880000
"1547",146.12,1665005940000
"1548",146.18,1665006060000
"1549",146.14,1665006120000
"1550",146.08,1665006300000
"1551",146.12,1665006420000
"1552",146.15,1665006540000
"1553",146.14,1665006600000
"1554",146.16,1665006660000
"1555",146.16,1665006720000
"1556",146.1147,1665006960000
"1557",146.16,1665007080000
"1558",146.15,1665007140000
"1559",146.15,1665007260000
"1560",146.1,1665007380000
"1561",146.1,1665007680000
"1562",146.06,1665007740000
"1563",146.02,1665007800000
"1564",146.09,1665007860000
"1565",146.1,1665007920000
"1566",146.06,1665007980000
"1567",146.18,1665008100000
"1568",146.29,1665008160000
"1569",146.22,1665008220000
"1570",146.27,1665008280000
"1571",146.27,1665008340000
"1572",146.27,1665008400000
"1573",146.23,1665008460000
"1574",146.12,1665008520000
"1575",146.22,1665008580000
"1576",146.16,1665008820000
"1577",146.18,1665008880000
"1578",146.19,1665008940000
"1579",146.22,1.665009e+12
"1580",146.22,1665009060000
"1581",146.2,1665009180000
"1582",146.23,1665009300000
"1583",146.23,1665009360000
"1584",146.25,1665009420000
"1585",146.3,1665009480000
"1586",146.3,1665009540000
"1587",146.3,1665009600000
"1588",146.28,1665009720000
"1589",146.26,1665009840000
"1590",146.26,1665009900000
"1591",146.3,1665009960000
"1592",146.3,1665010080000
"1593",146.37,1665010200000
"1594",146.33,1665010260000
"1595",146.36,1665010320000
"1596",146.4,1665010380000
"1597",146.43,1665010440000
"1598",146.4,1665010500000
"1599",146.41,1665010560000
"1600",146.4,1665010620000
"1601",146.4,1665010680000
"1602",146.4,1665010740000
"1603",146.56,1665010800000
"1604",146.4,1665010920000
"1605",146.38,1665010980000
"1606",146.4,1665011100000
"1607",146.37,1665011160000
"1608",146.38,1665011220000
"1609",146.41,1665011280000
"1610",146.47,1665011340000
"1611",146.45,1665011760000
"1612",146.49,1.665012e+12
"1613",146.47,1665012060000
"1614",146.45,1665012120000
"1615",146.47,1665012180000
"1616",146.5,1665012240000
"1617",146.45,1665012300000
"1618",146.45,1665012420000
"1619",146.42,1665012480000
"1620",146.41,1665012540000
"1621",146.43,1665012660000
"1622",146.4,1665012720000
"1623",146.45,1665012960000
"1624",146.49,1665013020000
"1625",146.49,1665013080000
"1626",146.5,1665013140000
"1627",146.5,1665013200000
"1628",146.55,1665013260000
"1629",146.58,1665013320000
"1630",146.63,1665013380000
"1631",146.62,1665013440000
"1632",146.87,1665013500000
"1633",146.84,1665013560000
"1634",146.84,1665013620000
