"","r","t","K100","K105","K110","K115","K120","K125","K126","K127","K128","K129","K130","K131","K132","K133","K134","K135","K136","K137","K138","K139","K140","K141","K142","K143","K144","K145","K146","K147","K148","K149","K150","K155","K160","K165","K170","K175","K180","K185","K190","K195","K200","S"
"6592",0.0425,1667236200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0969,0.5635,0.11,NA,NA,NA,NA,NA,NA,NA,153.86
"6593",0.0425,1667236260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0855,2.0981,0.57,0.11,0.03,0.01,NA,NA,NA,NA,NA,153.825
"6594",0.0425,1667236320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.077,0.5601,0.11,NA,NA,NA,NA,NA,NA,NA,153.76
"6595",0.0425,1667236380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,6.55,NA,NA,2.073,0.556,0.11,NA,NA,NA,NA,NA,NA,NA,153.74
"6596",0.0425,1667236440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98,2.0717,0.5522,0.11,NA,NA,NA,NA,NA,NA,NA,153.8
"6597",0.0425,1667236500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,2.0467,0.55,NA,NA,NA,NA,NA,NA,NA,NA,153.77
"6598",0.0425,1667236560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2.1329,0.5727,0.1143,NA,NA,NA,NA,NA,NA,NA,153.86
"6599",0.0425,1667236620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,NA,NA,NA,NA,5.09,2.1714,0.5934,0.1102,0.03,NA,NA,NA,NA,NA,NA,153.995
"6600",0.0425,1667236680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,5.2,2.1861,0.5826,0.11,NA,NA,NA,NA,NA,NA,NA,153.995
"6601",0.0425,1667236740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,9.339,NA,NA,NA,5.95,5.2,2.1852,0.5822,0.11,NA,NA,NA,NA,NA,NA,NA,153.99
"6602",0.0425,1667236800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,2.1522,0.5796,NA,NA,NA,NA,NA,NA,NA,NA,154.01
"6603",0.0425,1667236860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,2.1897,0.5874,0.1063,NA,NA,NA,NA,NA,NA,NA,154.03
"6604",0.0425,1667236920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,NA,NA,NA,NA,NA,NA,NA,5.19,2.1869,0.5868,0.11,NA,0.01,NA,NA,NA,NA,NA,154.01
"6605",0.0425,1667236980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3833,NA,NA,NA,NA,NA,2.1988,0.5927,NA,0.03,NA,NA,NA,NA,NA,NA,154.091
"6606",0.0425,1667237040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2143,2.2115,0.5947,0.1098,NA,NA,NA,NA,NA,NA,NA,154.07
"6607",0.0425,1667237100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,5.9924,NA,2.211,0.5988,NA,NA,NA,NA,NA,NA,NA,NA,154.05
"6608",0.0425,1667237160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0833,NA,NA,NA,NA,NA,NA,NA,NA,10.3,9.25,NA,NA,6.65,5.86,5.1233,2.1518,0.5649,0.11,NA,NA,NA,NA,NA,NA,NA,153.89
"6609",0.0425,1667237220000,NA,NA,NA,NA,NA,28.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,NA,NA,NA,NA,NA,6.6,NA,5.05,2.0993,0.5503,NA,0.03,NA,NA,NA,NA,NA,NA,153.82
"6610",0.0425,1667237280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0943,0.5463,0.1,NA,NA,NA,NA,NA,NA,NA,153.82
"6611",0.0425,1667237340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,NA,7.5,NA,5.85,NA,2.1389,0.5489,0.11,NA,NA,NA,NA,NA,NA,NA,153.9699
"6612",0.0425,1667237400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,2.1657,0.5717,0.1,0.03,NA,NA,NA,NA,NA,NA,153.8945
"6613",0.0425,1667237460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0998,0.554,0.101,NA,NA,NA,NA,NA,NA,NA,153.88
"6614",0.0425,1667237520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,2.159,0.568,0.1017,NA,NA,NA,NA,NA,NA,NA,154.04
"6615",0.0425,1667237580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,2.163,0.5812,0.1,0.02,NA,NA,NA,NA,NA,NA,153.99
"6616",0.0425,1667237640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,2.1253,0.5633,0.1,0.03,NA,NA,NA,NA,NA,NA,153.98
"6617",0.0425,1667237700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2.1166,0.5657,0.11,NA,NA,NA,NA,NA,NA,NA,153.8981
"6618",0.0425,1667237760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,NA,NA,NA,NA,5.05,2.1002,0.5517,0.11,NA,NA,NA,NA,NA,NA,NA,153.8703
"6619",0.0425,1667237820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1029,0.5415,0.1018,NA,NA,NA,NA,NA,NA,NA,153.8699
"6620",0.0425,1667237880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,2.0946,0.55,0.1,NA,NA,NA,NA,NA,NA,NA,153.8
"6621",0.0425,1667237940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0706,0.5457,0.1013,NA,NA,NA,NA,NA,NA,NA,153.81
"6622",0.0425,1.667238e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.95,NA,NA,8.2,NA,NA,5.75,4.9204,2.0316,0.5137,0.1,0.02,NA,NA,NA,NA,NA,NA,153.67
"6623",0.0425,1667238060000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99,8.14,NA,NA,NA,4.8875,1.9973,0.5127,0.0905,NA,NA,NA,NA,NA,NA,NA,153.7746
"6624",0.0425,1667238120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.0392,0.52,NA,NA,NA,NA,NA,NA,NA,NA,153.735
"6625",0.0425,1667238180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,153.69
"6626",0.0425,1667238240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.25,NA,5.64,NA,1.9947,0.4975,NA,0.03,NA,NA,NA,NA,NA,NA,153.71
"6627",0.0425,1667238300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9469,0.491,0.1,NA,NA,NA,NA,NA,NA,NA,153.565
"6628",0.0425,1667238360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,1.9186,0.473,0.09,0.02,NA,NA,NA,NA,NA,NA,153.51
"6629",0.0425,1667238420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,5.6,NA,1.9408,0.486,0.09,NA,NA,NA,NA,NA,NA,NA,153.52
"6630",0.0425,1667238480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8985,0.48,0.09,NA,0.01,NA,NA,NA,NA,NA,153.4909
"6631",0.0425,1667238540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9224,0.4725,0.09,NA,NA,NA,NA,NA,NA,NA,153.53
"6632",0.0425,1667238600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,4.875,1.9448,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,153.5601
"6633",0.0425,1667238660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.705,1.8834,0.4711,NA,0.02,NA,NA,NA,NA,NA,NA,153.43
"6634",0.0425,1667238720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,4.74,1.8828,0.4697,NA,NA,NA,NA,NA,NA,NA,NA,153.43
"6635",0.0425,1667238780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,NA,NA,NA,1.891,0.4639,NA,0.02,NA,NA,NA,NA,NA,NA,153.4587
"6636",0.0425,1667238840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9175,0.4793,0.1,NA,NA,NA,NA,NA,NA,NA,153.495
"6637",0.0425,1667238900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9415,0.4803,0.09,NA,0.01,NA,NA,NA,NA,NA,153.62
"6638",0.0425,1667238960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85,1.9508,0.4945,0.1,0.03,NA,NA,NA,NA,NA,NA,153.59
"6639",0.0425,1667239020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.805,1.9241,0.4892,0.1,0.03,NA,NA,NA,NA,NA,NA,153.6175
"6640",0.0425,1667239080000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.75,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.96,0.49,0.09,NA,NA,NA,NA,NA,NA,NA,153.66
"6641",0.0425,1667239140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11,NA,6.39,NA,4.95,1.9899,0.495,0.1,NA,NA,NA,NA,NA,NA,NA,153.73
"6642",0.0425,1667239200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,1.9761,0.4875,0.09,NA,0.01,NA,NA,NA,NA,NA,153.65
"6643",0.0425,1667239260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,NA,NA,NA,4.8886,2.0157,0.5176,0.0975,NA,NA,NA,NA,NA,NA,NA,153.8
"6644",0.0425,1667239320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0126,0.5141,0.09,NA,0.01,NA,NA,NA,NA,NA,153.7939
"6645",0.0425,1667239380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0281,0.5167,0.09,NA,NA,NA,NA,NA,NA,NA,153.7904
"6646",0.0425,1667239440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87,1.9388,0.4905,0.09,NA,NA,NA,NA,NA,NA,NA,153.59
"6647",0.0425,1667239500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8824,0.4792,0.09,0.02,NA,NA,NA,NA,NA,NA,153.505
"6648",0.0425,1667239560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.7,1.8617,0.459,0.09,NA,NA,NA,NA,NA,NA,NA,153.495
"6649",0.0425,1667239620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.75,1.8872,0.4651,NA,NA,NA,NA,NA,NA,NA,NA,153.465
"6650",0.0425,1667239680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.55,NA,NA,NA,NA,13.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.8528,0.4536,0.09,0.03,0.02,NA,NA,NA,NA,NA,153.4321
"6651",0.0425,1667239740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.665,1.8298,0.4411,0.09,NA,NA,NA,NA,NA,NA,0.01,153.35
"6652",0.0425,1667239800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,NA,5.35,4.66,1.8283,0.4423,0.0879,NA,NA,NA,NA,NA,NA,NA,153.3793
"6653",0.0425,1667239860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,NA,1.8256,0.4417,0.09,NA,NA,NA,NA,NA,NA,NA,153.4
"6654",0.0425,1667239920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,1.8764,0.4548,0.09,NA,NA,NA,NA,NA,NA,NA,153.54
"6655",0.0425,1667239980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81,1.9108,NA,0.09,NA,NA,NA,NA,NA,NA,NA,153.555
"6656",0.0425,1667240040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.9112,0.4638,NA,NA,NA,NA,NA,NA,NA,NA,153.5699
"6657",0.0425,1667240100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8375,1.9174,0.4737,0.08,NA,NA,NA,NA,NA,NA,NA,153.62
"6658",0.0425,1667240160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,1.9242,0.4742,0.09,NA,NA,NA,NA,NA,NA,NA,153.46
"6659",0.0425,1667240220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8876,0.4669,0.0898,NA,0.01,NA,NA,NA,NA,NA,153.48
"6660",0.0425,1667240280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9243,0.4725,NA,NA,NA,NA,NA,NA,NA,NA,153.61
"6661",0.0425,1667240340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9486,0.49,0.09,NA,NA,NA,NA,NA,NA,NA,153.62
"6662",0.0425,1667240400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.88,NA,NA,NA,NA,NA,NA,4.9,1.9607,0.4998,0.09,NA,NA,NA,NA,NA,NA,NA,153.73
"6663",0.0425,1667240460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.06,NA,NA,6.46,NA,NA,1.9931,0.5043,0.0898,NA,NA,NA,NA,NA,NA,NA,153.75
"6664",0.0425,1667240520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09,NA,NA,NA,NA,4.9676,1.9955,0.5053,0.09,0.0259,NA,NA,NA,NA,NA,NA,153.715
"6665",0.0425,1667240580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,0.5,0.09,NA,NA,NA,NA,NA,NA,NA,153.74
"6666",0.0425,1667240640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,NA,4.9,1.9987,0.5009,0.09,NA,NA,NA,NA,NA,NA,NA,153.7416
"6667",0.0425,1667240700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95,2.0129,0.51,0.1,NA,NA,NA,NA,NA,NA,NA,153.83
"6668",0.0425,1667240760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.075,NA,NA,NA,NA,NA,NA,5,2.0194,0.4919,0.09,NA,NA,NA,NA,NA,NA,NA,153.8393
"6669",0.0425,1667240820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,2.0682,0.5185,0.0914,NA,NA,NA,NA,NA,NA,NA,153.9499
"6670",0.0425,1667240880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0243,2.0449,0.5114,0.09,0.02,NA,NA,NA,NA,NA,NA,153.8749
"6671",0.0425,1667240940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,2.0467,0.514,0.09,NA,0.02,NA,NA,NA,NA,NA,153.77
"6672",0.0425,1.667241e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0317,1.9865,0.5094,0.0933,0.02,NA,NA,NA,NA,NA,NA,153.935
"6673",0.0425,1667241060000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2.0896,0.5245,0.0908,NA,NA,NA,NA,NA,NA,NA,153.9676
"6674",0.0425,1667241120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89,5.15,2.095,0.5303,0.0917,0.02,NA,NA,NA,NA,NA,NA,153.97
"6675",0.0425,1667241180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0867,0.525,NA,NA,NA,NA,NA,NA,NA,NA,153.935
"6676",0.0425,1667241240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,NA,NA,2.1087,0.5301,NA,NA,NA,NA,NA,NA,NA,NA,154.01
"6677",0.0425,1667241300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,2.0936,0.5313,0.09,0.02,NA,NA,NA,NA,NA,NA,154.0339
"6678",0.0425,1667241360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5.24,2.1493,0.5418,0.1,NA,NA,NA,NA,NA,NA,NA,154.105
"6679",0.0425,1667241420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,7.73,6.85,6.05,5.2427,2.1956,0.5645,0.092,NA,NA,NA,NA,NA,NA,NA,154.16
"6680",0.0425,1667241480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,5.3,2.2055,0.5696,0.1,NA,NA,NA,NA,NA,NA,NA,154.24
"6681",0.0425,1667241540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.202,0.5709,0.1,0.03,NA,NA,NA,NA,NA,NA,154.185
"6682",0.0425,1667241600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA,6.8,6,5.2017,2.1616,0.5472,0.1,NA,NA,NA,NA,NA,NA,NA,154.1
"6683",0.0425,1667241660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1259,0.5447,0.0922,0.03,NA,NA,NA,NA,NA,NA,154.025
"6684",0.0425,1667241720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,NA,NA,NA,NA,5.1,2.1005,0.5345,0.1,NA,NA,NA,NA,NA,NA,NA,153.965
