"","r","t","K100","K105","K110","K115","K120","K125","K126","K127","K128","K129","K130","K131","K132","K133","K134","K135","K136","K137","K138","K139","K140","K141","K142","K143","K144","K145","K146","K147","K148","K149","K150","K155","K160","K165","K170","K175","K180","K185","K190","K195","K200","S"
"6685",0.0425,1667241780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0807,0.52,0.1,NA,0.01,NA,NA,NA,NA,NA,153.9514
"6686",0.0425,1667241840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2.0994,0.5304,0.0933,NA,NA,NA,NA,NA,NA,NA,154.035
"6687",0.0425,1667241900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9667,NA,2.1255,0.5303,NA,0.02,0.01,NA,NA,NA,NA,NA,154.08
"6688",0.0425,1667241960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1209,0.5401,0.1,0.02,NA,NA,NA,NA,NA,NA,154.02
"6689",0.0425,1667242020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,5.79,5.0993,2.0724,0.5213,0.098,NA,0.01,NA,NA,NA,NA,NA,153.9
"6690",0.0425,1667242080000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.94,NA,NA,NA,NA,NA,NA,NA,NA,6.55,NA,NA,2.0153,0.5002,0.09,NA,NA,NA,NA,NA,NA,NA,153.77
"6691",0.0425,1667242140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9538,1.9801,0.4902,0.0909,NA,NA,NA,NA,NA,NA,NA,153.76
"6692",0.0425,1667242200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,4.92,1.9877,0.4947,0.1,0.02,NA,NA,NA,NA,NA,NA,153.72
"6693",0.0425,1667242260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,1.9992,0.495,NA,NA,NA,NA,NA,NA,NA,NA,153.795
"6694",0.0425,1667242320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0403,0.5107,0.0967,NA,0.01,NA,NA,NA,NA,NA,153.93
"6695",0.0425,1667242380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,2.033,0.5167,NA,NA,NA,NA,NA,NA,NA,NA,153.875
"6696",0.0425,1667242440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0576,0.52,NA,NA,NA,NA,NA,NA,NA,NA,153.89
"6697",0.0425,1667242500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45,NA,NA,5.05,2.0511,0.5126,NA,NA,NA,NA,NA,NA,NA,NA,153.875
"6698",0.0425,1667242560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,8.4,NA,NA,NA,5.1,2.0649,0.52,0.09,NA,0.01,NA,NA,NA,NA,NA,153.91
"6699",0.0425,1667242620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.001,0.5111,0.0917,NA,0.01,NA,NA,NA,NA,NA,153.74
"6700",0.0425,1667242680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,10.85,NA,NA,NA,NA,NA,NA,NA,1.9637,0.4928,0.09,NA,NA,NA,NA,NA,NA,NA,153.625
"6701",0.0425,1667242740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,4.7567,1.8879,0.4554,0.09,0.02,0.01,NA,NA,NA,NA,NA,153.6
"6702",0.0425,1667242800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,NA,NA,NA,NA,NA,4.75,1.8573,0.4478,0.0899,NA,0.01,NA,NA,NA,NA,NA,153.3807
"6703",0.0425,1667242860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,5.45,NA,1.8253,0.4421,0.08,NA,NA,NA,NA,NA,NA,NA,153.39
"6704",0.0425,1667242920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,6.915,NA,NA,4.6037,1.7973,0.4355,0.08,0.02,NA,NA,NA,NA,NA,NA,153.25
"6705",0.0425,1667242980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.553,1.7553,0.4135,0.0803,NA,NA,NA,NA,NA,NA,NA,153.21
"6706",0.0425,1667243040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4.5049,1.7402,0.4246,NA,0.02,NA,NA,NA,NA,NA,NA,153.12
"6707",0.0425,1667243100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7496,0.4104,0.08,NA,NA,NA,NA,NA,NA,NA,153.24
"6708",0.0425,1667243160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,6.92,6.08,NA,4.5912,1.7877,0.4318,0.0959,NA,NA,NA,NA,NA,NA,NA,153.27
"6709",0.0425,1667243220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,1.7792,0.4172,0.08,NA,NA,NA,NA,NA,NA,NA,153.1808
"6710",0.0425,1667243280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.159,4.45,1.7248,0.4093,0.0799,NA,NA,NA,NA,NA,NA,NA,153.0658
"6711",0.0425,1667243340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.25,NA,NA,NA,13.05,NA,NA,NA,NA,NA,NA,6.6,5.8,5.0404,4.3643,1.6371,0.3929,0.08,NA,NA,NA,NA,NA,NA,NA,152.93
"6712",0.0425,1667243400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31,NA,NA,NA,NA,5.89,NA,4.4025,1.6674,0.384,0.0709,0.03,NA,NA,NA,NA,NA,NA,153.075
"6713",0.0425,1667243460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.255,NA,NA,NA,NA,NA,NA,NA,1.6782,0.3913,NA,NA,NA,NA,NA,NA,NA,NA,153.03
"6714",0.0425,1667243520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,4.4391,1.6802,0.3993,0.0725,NA,NA,NA,NA,NA,NA,NA,153.139
"6715",0.0425,1667243580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,4.4619,1.7172,0.4041,NA,0.02,NA,NA,NA,NA,NA,NA,153.17
"6716",0.0425,1667243640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7256,0.4063,0.08,NA,0.01,NA,NA,NA,NA,NA,153.105
"6717",0.0425,1667243700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51,NA,NA,NA,NA,4.5,1.7163,0.4054,0.075,NA,NA,NA,NA,NA,NA,NA,153.035
"6718",0.0425,1667243760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.125,NA,NA,NA,NA,NA,NA,NA,5.82,NA,4.356,1.6703,0.3944,0.07,NA,NA,NA,NA,NA,NA,NA,152.92
"6719",0.0425,1667243820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3188,1.6432,0.3806,0.0827,NA,NA,NA,NA,NA,NA,NA,152.885
"6720",0.0425,1667243880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,1.6475,0.3878,NA,NA,NA,NA,NA,NA,NA,NA,152.9705
"6721",0.0425,1667243940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,5.13,4.4,1.6674,0.3925,0.0725,0.02,NA,NA,NA,NA,NA,NA,153.01
"6722",0.0425,1.667244e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47,NA,NA,NA,NA,1.677,0.4,0.0785,NA,NA,NA,NA,NA,NA,NA,152.9575
"6723",0.0425,1667244060000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.679,0.3994,0.07,NA,NA,NA,NA,NA,NA,NA,153.0223
"6724",0.0425,1667244120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,1.717,0.4156,0.072,0.02,NA,NA,NA,NA,NA,NA,153.1701
"6725",0.0425,1667244180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7508,0.4147,0.0853,0.02,NA,NA,NA,NA,NA,NA,153.1891
"6726",0.0425,1667244240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.44,NA,NA,NA,NA,NA,NA,4.5167,1.7512,0.4192,0.08,NA,NA,NA,NA,NA,NA,NA,153.18
"6727",0.0425,1667244300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,NA,NA,NA,1.7662,0.43,0.08,NA,NA,NA,NA,NA,NA,NA,153.29
"6728",0.0425,1667244360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5918,1.7731,0.4138,0.072,NA,NA,NA,NA,NA,NA,NA,153.26
"6729",0.0425,1667244420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.63,NA,NA,NA,NA,4.595,1.7859,0.43,0.08,NA,NA,NA,NA,NA,NA,NA,153.28
"6730",0.0425,1667244480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7693,0.425,0.08,NA,NA,NA,NA,NA,NA,NA,153.28
"6731",0.0425,1667244540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,4.6,1.7788,0.4267,0.08,NA,NA,NA,NA,NA,NA,NA,153.34
"6732",0.0425,1667244600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.45,NA,NA,NA,NA,NA,NA,6.89,NA,NA,4.525,1.7745,0.4206,NA,NA,NA,NA,NA,NA,NA,NA,153.2792
"6733",0.0425,1667244660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,1.7409,0.4076,0.07,NA,NA,NA,NA,NA,NA,NA,153.29
"6734",0.0425,1667244720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,1.7876,0.4221,0.08,NA,NA,NA,NA,NA,NA,NA,153.41
"6735",0.0425,1667244780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.55,NA,NA,NA,NA,NA,NA,4.6633,1.8115,0.4335,0.09,NA,0.01,NA,NA,NA,NA,NA,153.395
"6736",0.0425,1667244840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,11.56,10.6,NA,NA,NA,NA,NA,NA,NA,1.8146,0.4318,0.0844,0.02,NA,NA,NA,NA,NA,NA,153.43
"6737",0.0425,1667244900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5333,NA,NA,NA,NA,NA,NA,NA,NA,5.4,4.6508,1.8086,0.4302,0.08,0.02,NA,NA,NA,NA,NA,NA,153.41
"6738",0.0425,1667244960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,13.55,NA,NA,10.71,NA,NA,NA,NA,NA,NA,4.7,1.8475,0.447,0.08,NA,NA,NA,NA,NA,NA,NA,153.42
"6739",0.0425,1667245020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6467,NA,NA,NA,NA,NA,NA,NA,NA,5.46,4.7463,1.8711,0.4468,0.0775,NA,NA,NA,NA,NA,NA,NA,153.56
"6740",0.0425,1667245080000,NA,NA,NA,NA,NA,28.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8684,0.4424,0.08,0.03,NA,NA,NA,NA,NA,NA,153.5
"6741",0.0425,1667245140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.65,NA,NA,NA,NA,8.83,NA,NA,NA,NA,4.75,1.8599,0.4401,0.0713,NA,NA,NA,NA,NA,NA,NA,153.5241
"6742",0.0425,1667245200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,5.46,NA,1.8661,0.4582,0.08,NA,NA,0.01,NA,NA,NA,NA,153.4926
"6743",0.0425,1667245260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,1.8719,0.4523,NA,NA,NA,NA,NA,NA,NA,NA,153.54
"6744",0.0425,1667245320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6375,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,1.8583,0.4496,0.08,0.03,NA,NA,NA,NA,NA,NA,153.5204
"6745",0.0425,1667245380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79,NA,NA,NA,5.45,4.7,1.8342,0.4352,0.08,NA,NA,NA,NA,NA,NA,NA,153.4598
"6746",0.0425,1667245440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.55,NA,NA,NA,NA,NA,NA,6.95,NA,5.4,4.67,1.8184,0.4321,0.0711,NA,NA,NA,NA,NA,NA,NA,153.435
"6747",0.0425,1667245500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01,NA,NA,4.622,1.7973,0.4256,0.075,0.02,NA,NA,NA,NA,NA,NA,153.2799
"6748",0.0425,1667245560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5794,1.7671,0.4178,0.0799,0.02,NA,NA,NA,NA,NA,NA,153.3
"6749",0.0425,1667245620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.45,NA,NA,NA,NA,NA,NA,NA,NA,5.3,4.55,1.7649,0.4096,0.0704,NA,NA,NA,NA,NA,NA,NA,153.25
"6750",0.0425,1667245680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,NA,6.85,NA,NA,4.5,1.7092,0.4058,0.0757,0.02,NA,NA,NA,NA,NA,NA,153.155
"6751",0.0425,1667245740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,4.4498,1.6904,0.3915,0.08,0.02,NA,NA,NA,NA,NA,NA,153.1
"6752",0.0425,1667245800000,NA,NA,NA,NA,NA,28.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17,8.45,7.51,NA,NA,5.05,4.3093,1.6183,0.3659,0.08,0.02,NA,NA,NA,NA,NA,NA,153.03
"6753",0.0425,1667245860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1796,NA,NA,NA,NA,5.85,NA,4.3055,1.6186,0.3634,0.07,NA,NA,NA,NA,NA,NA,NA,152.88
"6754",0.0425,1667245920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0976,4.3868,1.664,0.376,0.0678,0.02,NA,NA,NA,NA,NA,NA,153.04
"6755",0.0425,1667245980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.15,NA,NA,NA,NA,8.5,NA,NA,NA,5.15,4.35,1.653,0.3717,0.07,NA,NA,NA,NA,NA,NA,NA,152.9489
"6756",0.0425,1667246040000,NA,NA,NA,NA,NA,27.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.05,NA,13.0315,NA,11.0875,NA,NA,8.3,NA,NA,5.75,NA,4.2868,1.5858,0.367,0.07,NA,NA,NA,NA,NA,NA,NA,152.92
"6757",0.0425,1667246100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3675,1.6299,0.3739,0.07,0.02,NA,NA,NA,NA,NA,NA,153.07
"6758",0.0425,1667246160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,8.42,NA,6.69,NA,5.05,4.35,1.6335,0.3751,0.07,NA,NA,NA,NA,NA,NA,NA,152.97
"6759",0.0425,1667246220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,NA,6.7,NA,NA,4.4,1.6733,0.3886,0.0701,0.01,NA,NA,NA,NA,NA,NA,153.12
"6760",0.0425,1667246280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.45,NA,NA,NA,NA,4.45,1.6796,0.3908,0.0794,NA,NA,NA,NA,NA,NA,NA,153.08
"6761",0.0425,1667246340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.45,NA,NA,NA,NA,NA,11.5,NA,NA,NA,7.62,6.75,NA,5.2569,4.5538,1.722,0.3952,0.0795,NA,NA,NA,NA,NA,NA,NA,153.45
"6762",0.0425,1667309400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.31,NA,NA,NA,15.3133,NA,NA,12.2591,NA,10.5033,NA,NA,7.6875,NA,5.9416,2.5577,0.6751,0.1151,0.0222,NA,NA,NA,NA,NA,NA,155.0319
"6763",0.0425,1667309460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.85,NA,14.8,NA,NA,NA,NA,9.8142,9.1714,7.85,NA,6.28,5.6825,2.2805,0.5582,0.0956,0.0167,0.01,0.01,NA,NA,NA,NA,154.83
"6764",0.0425,1667309520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.05,NA,8.3,NA,6.47,5.5856,2.2925,0.5316,0.0849,0.02,NA,NA,NA,NA,NA,NA,154.97
"6765",0.0425,1667309580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8.1933,7.4,6.47,5.6489,2.323,0.5627,0.0895,0.0182,NA,NA,NA,NA,NA,NA,155
"6766",0.0425,1667309640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,12.75,NA,NA,10,8.935,8.22,7.2333,6.45,5.625,2.2657,0.5582,0.0895,NA,NA,NA,NA,NA,NA,NA,154.73
"6767",0.0425,1667309700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07,NA,NA,9.82,8.83,7.95,7.165,NA,5.5171,2.2347,0.5074,0.0831,0.02,NA,NA,NA,NA,NA,NA,154.42
"6768",0.0425,1667309760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.44,9.39,NA,NA,NA,NA,5.161,2.0169,0.4704,0.078,NA,0.01,NA,NA,NA,NA,NA,154.34
"6769",0.0425,1667309820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,5.95,5.148,2.0133,0.4542,0.075,0.02,NA,NA,NA,NA,NA,NA,154.256
"6770",0.0425,1667309880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96,5.1938,2.0433,0.4608,0.0733,NA,0.01,NA,NA,NA,NA,NA,154.57
"6771",0.0425,1667309940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,8.67,NA,NA,6.192,5.3384,2.1179,0.4843,0.0867,0.02,0.01,NA,NA,NA,NA,NA,154.34
"6772",0.0425,1.66731e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.65,NA,NA,7.88,NA,NA,5.3482,2.089,0.4775,0.082,NA,0.01,NA,NA,NA,NA,NA,154.32
"6773",0.0425,1667310060000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65,7.05,6.2,5.2653,2.1345,0.4735,0.0769,NA,0.01,NA,NA,NA,NA,NA,154.57
"6774",0.0425,1667310120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.64,9.5,NA,NA,NA,NA,5.339,2.1286,0.4951,0.0786,NA,0.01,NA,NA,NA,NA,NA,154.55
"6775",0.0425,1667310180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,2.0651,0.4736,0.0715,NA,NA,0.01,NA,NA,NA,NA,154.4405
